Tanggal,Wilayah,Jenis_Perkebunan,Jenis_Proses,Produksi_kg,Harga_per_kg_IDR,Kualitas,Profit,Year,Month,Month_Name,Quarter,Kombinasi
2025-12-10,Sulawesi,Perkebunan Swasta,Roasting,888.09,41341.02,Grade C,36714546.451799996,2025,12,December,4,Sulawesi | Perkebunan Swasta | Roasting
2024-11-22,Bali,Perkebunan Rakyat,Pengeringan,350.16,31704.74,Grade B,11101731.7584,2024,11,November,4,Bali | Perkebunan Rakyat | Pengeringan
2024-07-26,Sulawesi,Perkebunan Negara,Roasting,469.7,55167.95,Grade C,25912386.115,2024,7,July,3,Sulawesi | Perkebunan Negara | Roasting
2025-11-24,Jawa Barat,Perkebunan Rakyat,Penggilingan,1637.24,45086.33,Grade C,73817142.92920001,2025,11,November,4,Jawa Barat | Perkebunan Rakyat | Penggilingan
2025-07-05,Sumatera,Perkebunan Swasta,Penggilingan,1149.54,26960.42,Grade A,30992081.206799995,2025,7,July,3,Sumatera | Perkebunan Swasta | Penggilingan
2024-04-06,Sumatera,Perkebunan Swasta,Pengeringan,399.19,59313.07,Grade C,23677184.4133,2024,4,April,2,Sumatera | Perkebunan Swasta | Pengeringan
2025-10-29,Jawa Barat,Perkebunan Rakyat,Pengeringan,712.08,55906.5,Grade A,39809900.52,2025,10,October,4,Jawa Barat | Perkebunan Rakyat | Pengeringan
2024-10-27,Jawa Timur,Perkebunan Rakyat,Roasting,769.06,34202.61,Grade B,26303859.2466,2024,10,October,4,Jawa Timur | Perkebunan Rakyat | Roasting
2025-11-07,Jawa Timur,Perkebunan Swasta,Pengeringan,630.65,27616.4,Grade A,17416282.66,2025,11,November,4,Jawa Timur | Perkebunan Swasta | Pengeringan
2024-02-02,Jawa Timur,Perkebunan Swasta,Pengeringan,1677.97,30303.69,Grade C,50848682.7093,2024,2,February,1,Jawa Timur | Perkebunan Swasta | Pengeringan
2024-01-11,NTT,Perkebunan Swasta,Pengeringan,1425.37,43779.47,Grade B,62401943.1539,2024,1,January,1,NTT | Perkebunan Swasta | Pengeringan
2024-06-11,Jawa Timur,Perkebunan Negara,Penggilingan,1600.13,25801.69,Grade C,41286058.2197,2024,6,June,2,Jawa Timur | Perkebunan Negara | Penggilingan
2024-10-30,NTT,Perkebunan Swasta,Fermentasi,1282.59,50985.63,Grade C,65393659.18169999,2024,10,October,4,NTT | Perkebunan Swasta | Fermentasi
2026-01-28,NTT,Perkebunan Negara,Penggilingan,727.57,30940.57,Grade A,22511430.514900003,2026,1,January,1,NTT | Perkebunan Negara | Penggilingan
2025-04-11,Jawa Timur,Perkebunan Rakyat,Pengeringan,1793.81,49681.78,Grade C,89119673.7818,2025,4,April,2,Jawa Timur | Perkebunan Rakyat | Pengeringan
2025-05-20,Sulawesi,Perkebunan Rakyat,Roasting,1378.97,45221.54,Grade A,62359147.0138,2025,5,May,2,Sulawesi | Perkebunan Rakyat | Roasting
2026-02-07,Jawa Barat,Perkebunan Negara,Roasting,470.81,49837.34,Grade C,23463918.045399997,2026,2,February,1,Jawa Barat | Perkebunan Negara | Roasting
2024-01-07,NTT,Perkebunan Swasta,Roasting,1017.82,45169.61,Grade B,45974532.45020001,2024,1,January,1,NTT | Perkebunan Swasta | Roasting
2025-03-02,Sumatera,Perkebunan Swasta,Penggilingan,831.86,54772.71,Grade B,45563226.5406,2025,3,March,1,Sumatera | Perkebunan Swasta | Penggilingan
2025-07-19,Jawa Timur,Perkebunan Swasta,Roasting,920.55,58053.21,Grade C,53440882.4655,2025,7,July,3,Jawa Timur | Perkebunan Swasta | Roasting
2024-05-25,Jawa Barat,Perkebunan Negara,Roasting,1865.29,45797.38,Grade B,85425394.94019999,2024,5,May,2,Jawa Barat | Perkebunan Negara | Roasting
2024-05-07,Sulawesi,Perkebunan Negara,Fermentasi,1178.3,43320.49,Grade A,51044533.367,2024,5,May,2,Sulawesi | Perkebunan Negara | Fermentasi
2026-02-21,Jawa Timur,Perkebunan Negara,Roasting,227.29,52930.77,Grade C,12030634.713299999,2026,2,February,1,Jawa Timur | Perkebunan Negara | Roasting
2025-05-27,NTT,Perkebunan Swasta,Roasting,1159.04,48718.8,Grade B,56467037.952,2025,5,May,2,NTT | Perkebunan Swasta | Roasting
2024-12-16,NTT,Perkebunan Negara,Roasting,795.71,59763.49,Grade A,47554406.6279,2024,12,December,4,NTT | Perkebunan Negara | Roasting
2024-11-27,Jawa Barat,Perkebunan Negara,Roasting,1034.08,41745.56,Grade B,43168248.68479999,2024,11,November,4,Jawa Barat | Perkebunan Negara | Roasting
2024-11-23,Sumatera,Perkebunan Rakyat,Fermentasi,917.2,39629.11,Grade B,36347819.692,2024,11,November,4,Sumatera | Perkebunan Rakyat | Fermentasi
2025-07-24,Sulawesi,Perkebunan Rakyat,Fermentasi,1857.64,37119.87,Grade C,68955355.30680001,2025,7,July,3,Sulawesi | Perkebunan Rakyat | Fermentasi
2024-11-19,Sulawesi,Perkebunan Rakyat,Fermentasi,204.83,35106.0,Grade A,7190761.98,2024,11,November,4,Sulawesi | Perkebunan Rakyat | Fermentasi
2026-01-06,Jawa Barat,Perkebunan Rakyat,Fermentasi,856.6,57312.67,Grade A,49094033.122,2026,1,January,1,Jawa Barat | Perkebunan Rakyat | Fermentasi
2024-06-03,Bali,Perkebunan Rakyat,Penggilingan,1963.83,38979.03,Grade C,76548188.4849,2024,6,June,2,Bali | Perkebunan Rakyat | Penggilingan
